,aligned_reads_sorted_SRR15838464.bam,aligned_reads_sorted_SRR15838465.bam,aligned_reads_sorted_SRR15838468.bam,aligned_reads_sorted_SRR15838469.bam
Os09g0572301,0,7,0,7
Os09g0572400,265,1095,260,1924
Os09g0572450,0,1,0,1
Os09g0572500,7,3,6,5
Os09g0572525,0,0,0,0
Os09g0572550,0,0,0,0
Os09g0572600,0,0,0,2
Os09g0572700,2300,3544,1926,5035
Os09g0572800,4,18,2,21
Os09g0572900,128,154,161,203
Os09g0572950,2,7,2,2
Os09g0573000,224,183,293,277
Os09g0573100,1628,1761,2005,2579
Os09g0573150,0,0,0,0
Os09g0573200,3895,3482,4495,5230
Os10g0100200,8,2,3,0
Os10g0100300,5111,3087,9288,4254
Os10g0100500,1194,891,1538,1197
Os10g0100700,545,88,1168,263
Os10g0100900,1,1,3,4
Os10g0101000,57,42,67,89
Os10g0101100,297,351,294,450
Os10g0101125,0,0,0,0
Os10g0101150,0,13,2,4
Os10g0101200,1636,2549,1758,2877
Os10g0101900,0,1,0,0
Os10g0102200,0,0,0,0
Os10g0102400,1308,1162,1678,2082
Os10g0102900,76,89,85,173
Os10g0103140,0,0,0,4
Os10g0103380,6,2,19,14
Os10g0103622,2,0,0,0
Os10g0103500,0,0,0,0
Os10g0103700,1686,1585,2272,4117
Os10g0103800,942,1181,1367,1873
Os10g0104000,10,8,6,18
Os10g0104300,40,19,34,78
Os10g0104500,777,883,745,872
Os10g0104700,164,188,173,199
Os10g0104750,0,0,0,0
Os10g0104800,2,0,0,2
Os10g0104900,2784,640,2783,800
Os10g0105400,8048,8141,9111,12097
Os10g0105700,226,244,512,512
Os10g0105750,0,0,1,2
Os10g0105800,0,0,0,0
Os10g0105850,0,0,0,0
Os10g0105900,63,33,64,51
Os10g0105933,34,14,26,22
Os10g0105966,2,0,0,1
Os10g0106000,5,0,9,11
Os10g0106550,16,39,51,98
Os10g0106600,17,18,30,24
Os10g0107000,2,0,5,13
Os10g0107200,0,0,0,0
Os10g0107600,79,67,90,120
Os10g0107866,0,0,0,0
Os10g0108700,7,2,6,2
Os10g0108750,0,0,0,0
Os10g0108800,0,2,0,2
Os10g0109066,39,13,27,18
Os10g0109300,9208,11027,14709,18480
Os10g0109600,5083,5787,6307,11600
Os10g0109700,0,0,1,0
Os10g0109750,0,0,0,0
Os10g0109801,18,4,10,5
Os10g0109900,465,175,577,226
Os10g0110075,0,0,0,0
Os10g0110250,0,0,0,0
Os10g0110425,1,2,4,5
Os10g0110600,19,6,23,16
Os10g0110800,212,157,289,175
Os10g0110950,0,0,0,0
Os10g0111300,221,131,303,202
Os10g0111325,412,282,545,470
Os10g0111350,0,2,1,2
Os10g0111400,0,0,0,0
Os10g0111550,0,0,0,0
Os10g0111700,2756,2588,3640,3853
Os10g0111800,0,0,0,0
Os10g0111850,0,0,0,0
Os10g0111900,0,0,0,0
Os10g0112100,567,516,824,549
Os10g0112500,177,71,236,78
Os10g0112600,3906,3388,4138,4531
Os10g0112700,48,49,32,63
Os10g0112850,34,30,33,35
Os10g0113000,38,54,29,57
Os10g0113050,0,0,0,0
Os10g0113100,927,439,974,518
Os10g0113201,0,0,0,0
Os10g0113549,0,0,0,0
Os10g0113375,0,0,0,0
Os10g0113723,0,0,0,0
Os10g0113900,3079,1287,3658,1396
Os10g0114101,0,0,0,0
Os10g0114300,1146,924,773,849
Os10g0114400,183,155,207,305
Os10g0114500,261,174,349,205
Os10g0114850,742,637,778,792
Os10g0115200,127,76,96,116
Os10g0115500,6,6,7,2
Os10g0115550,0,0,0,2
Os10g0115600,14579,18019,18651,28318
Os10g0116000,718,563,792,856
Os10g0116200,0,0,0,1
Os10g0116300,0,0,0,0
Os10g0116400,0,0,0,0
Os10g0116600,0,0,0,0
Os10g0116650,0,0,0,0
Os10g0116701,0,0,0,0
Os10g0116800,9,6,4,3
Os10g0116900,3125,2279,3104,3118
Os10g0117000,1705,453,2262,626
Os10g0117400,1,0,0,0
Os10g0117800,737,463,961,524
Os10g0118000,0,0,2,2
Os10g0118100,2,6,16,49
Os10g0118200,1113,2730,1359,4917
Os10g0118800,93,134,161,247
Os10g0118900,11867,9379,12607,14355
Os10g0119100,83,37,78,70
Os10g0119200,270,338,260,422
Os10g0119300,1741,1619,1917,2346
Os10g0120300,18,8,0,0
Os10g0121300,0,0,0,0
Os10g0122000,2895,2745,3799,4012
Os10g0122100,0,0,0,0
Os10g0122200,0,0,0,0
Os10g0122300,0,0,0,0
Os10g0122500,0,0,0,0
Os10g0122400,0,0,0,0
Os10g0122600,404,315,461,347
Os10g0122701,0,0,0,0
Os10g0123200,33,37,53,51
Os10g0123350,0,0,0,0
Os10g0123900,0,0,0,1
Os10g0124000,825,636,738,495
Os10g0124100,184,183,216,248
Os10g0124150,242,231,316,224
Os10g0124200,0,0,0,0
Os10g0124400,103,108,120,135
Os10g0124500,13,2,14,12
Os10g0124700,241,268,242,302
Os10g0124900,0,2,0,0
Os10g0125300,147,92,141,97
Os10g0125600,5,0,0,0
Os10g0125700,1,0,0,0
Os10g0126000,725,1027,935,1557
Os10g0126100,0,0,0,0
Os10g0126500,127,106,110,67
Os10g0126600,320,195,292,145
Os10g0126700,122,45,158,70
Os10g0126800,14,15,4,7
Os10g0127000,232,170,236,179
Os10g0127350,0,0,1,0
Os10g0127700,3904,4174,4710,6643
Os10g0127900,397,876,785,1654
Os10g0128200,20,14,19,6
Os10g0128300,0,0,0,0
Os10g0128400,114,94,155,88
Os10g0128502,15,13,24,12
Os10g0128600,248,191,247,162
Os10g0128700,0,0,0,3
Os10g0128900,0,0,0,0
Os10g0129100,202,124,149,118
Os10g0129200,0,0,0,0
Os10g0129732,0,0,0,0
Os10g0130000,0,0,0,0
Os10g0130066,0,0,0,0
Os10g0130132,0,0,0,0
Os10g0130200,42,76,45,149
Os10g0130300,0,0,0,2
Os10g0130500,0,0,0,0
Os10g0130600,267,173,310,209
Os10g0130701,165,86,133,81
Os10g0130800,478,349,743,688
Os10g0130900,0,0,0,0
Os10g0131000,0,0,0,0
Os10g0131100,252,110,412,158
Os10g0131200,0,0,0,0
Os10g0131500,0,0,0,0
Os10g0131550,0,0,0,0
Os10g0131701,0,0,2,0
Os10g0131750,0,0,0,0
Os10g0131800,287,312,289,348
Os10g0131850,0,0,0,0
Os10g0132300,3839,3182,4469,3753
Os10g0132400,10,13,0,20
Os10g0132500,1452,934,1825,1027
Os10g0132700,10,10,11,15
Os10g0132800,0,0,0,0
Os10g0132901,13,16,33,18
Os10g0133000,3,4,5,7
Os10g0133100,10,42,7,48
Os10g0133133,0,0,0,0
Os10g0133166,0,0,0,0
Os10g0133500,406,215,649,365
Os10g0133600,331,240,412,407
Os10g0133800,5,0,12,11
Os10g0134033,11,0,4,8
Os10g0134266,0,0,0,0
Os10g0134500,93,56,70,50
Os10g0134250,235,375,218,403
Os10g0134700,39,111,34,109
Os10g0134800,4,7,2,6
Os10g0134900,14,13,8,6
Os10g0135100,207,183,210,121
Os10g0135200,1107,1082,1387,1583
Os10g0135250,78,40,51,85
Os10g0135300,0,0,0,0
Os10g0135400,430,514,588,717
Os10g0135500,288,346,350,500
Os10g0135600,2623,5127,2841,7303
Os10g0135650,10,4,0,0
Os10g0135700,0,0,0,0
Os10g0135833,6,12,0,0
Os10g0136100,77,42,0,0
Os10g0136150,58,58,85,84
Os10g0136200,75,72,112,123
Os10g0136400,86,36,221,47
Os10g0136450,0,0,0,0
Os10g0136500,0,0,11,1
Os10g0136625,0,0,0,0
Os10g0136800,0,0,0,0
Os10g0136900,1,1,1,5
Os10g0136950,14,12,25,34
Os10g0137000,88,50,68,81
Os10g0137100,0,0,1,0
Os10g0137300,515,238,138,18
Os10g0137700,63,21,39,37
Os10g0138000,6,1,0,0
Os10g0138100,654,410,841,552
Os10g0138150,0,0,0,0
Os10g0138300,0,0,0,0
Os10g0138600,0,0,0,1
Os10g0139300,0,0,0,0
Os10g0139500,84,46,90,67
Os10g0139600,77,43,88,84
Os10g0139700,624,553,676,890
Os10g0140200,20675,29010,31475,54547
Os10g0140300,2,2,0,6
Os10g0140700,605,165,535,523
Os10g0140900,0,0,0,0
Os10g0141050,1,2,2,0
Os10g0141200,85,114,84,118
Os10g0141300,0,1,0,1
Os10g0141400,172,160,231,304
Os10g0141500,183,195,215,297
Os10g0141600,150,164,214,326
Os10g0141700,614,906,889,1301
Os10g0141900,826,488,789,572
Os10g0142100,5597,5895,6913,8459
Os10g0142301,0,3,0,4
Os10g0142500,143,223,194,302
Os10g0142600,611,392,650,236
Os10g0142700,7,6,6,0
Os10g0142900,323,341,391,592
Os10g0143200,0,0,0,0
Os10g0143500,0,1,0,5
Os10g0143800,0,2,0,2
Os10g0143866,0,0,0,0
Os10g0143932,0,0,0,0
Os10g0144000,3,6,6,12
Os10g0144700,47,2,127,9
Os10g0144800,0,0,0,0
Os10g0145000,12,4,5,6
Os10g0145100,292,277,380,347
Os10g0145200,161,178,205,263
Os10g0146200,175,114,297,173
Os10g0146601,0,0,0,0
Os10g0146901,188,156,424,392
Os10g0147200,493,572,1074,865
Os10g0147250,157,153,190,150
Os10g0147300,893,976,1364,1857
Os10g0147400,166,76,116,75
Os10g0147566,0,0,0,0
Os10g0147900,2310,1779,3019,2653
Os10g0148000,5,4,4,17
Os10g0148100,2173,1143,4003,2424
Os10g0148400,283,99,553,249
Os10g0148700,3,1,13,24
Os10g0148800,1623,2116,2157,3053
Os10g0149000,88,7,213,32
Os10g0149100,3,0,11,1
Os10g0149200,30,4,68,15
Os10g0149400,13,7,39,7
Os10g0149700,0,0,0,1
Os10g0149800,16,4,39,7
Os10g0150000,0,0,3,1
Os10g0150200,456,314,435,338
Os10g0150300,1666,183,2931,503
Os10g0150400,29529,11034,41209,8200
Os10g0150600,18216,4764,24066,2737
Os10g0150700,17249,6269,24835,6793
Os10g0150800,3751,933,5805,1246
Os10g0151100,0,0,0,0
Os10g0151233,0,0,0,0
Os10g0151366,4,3,20,8
Os10g0151500,3,0,0,2
Os10g0151650,0,0,0,0
Os10g0151800,6413,7582,7811,11962
Os10g0152000,0,0,1,0
Os10g0152400,0,0,0,0
Os10g0152801,0,0,0,0
Os10g0153900,67,85,66,89
Os10g0154000,3174,4202,4536,6930
Os10g0154200,0,0,0,0
Os10g0154401,3,1,2,5
Os10g0154500,66,61,92,91
Os10g0154533,0,0,0,0
Os10g0154566,112,64,92,93
Os10g0154600,1652,1280,1604,1178
Os10g0154700,343,432,467,515
Os10g0154900,0,0,0,0
Os10g0155100,16,26,62,77
Os10g0155200,3,5,4,9
Os10g0155300,150,118,193,159
Os10g0155400,201,154,230,260
Os10g0155450,8,3,3,2
Os10g0155500,3673,3933,4716,5990
Os10g0155600,3,3,4,3
Os10g0155700,146,130,190,142
Os10g0155800,311,224,357,394
Os10g0155900,0,0,0,0
Os10g0156200,7,24,14,26
Os10g0156300,198,114,238,112
Os10g0156800,0,0,0,0
Os10g0157200,0,0,0,0
Os10g0157300,0,0,0,2
Os10g0157400,25,2,18,13
Os10g0158000,0,0,0,0
Os10g0158400,0,0,0,0
Os10g0158475,0,0,0,0
Os10g0158550,2,2,4,3
Os10g0158625,0,0,0,0
Os10g0158700,0,0,0,0
Os10g0159033,0,0,0,0
Os10g0159167,0,0,0,2
Os10g0159300,0,0,0,0
Os10g0159600,667,366,846,605
Os10g0159700,1973,1355,2814,1933
Os10g0159800,4984,4521,4113,6118
Os10g0160000,7894,10286,9668,14131
Os10g0160100,724,267,1211,392
Os10g0160600,820,648,1146,1019
Os10g0160700,105,96,230,172
Os10g0161100,404,332,528,411
Os10g0161400,121,180,82,104
Os10g0161550,69,33,88,37
Os10g0161625,2,0,0,1
Os10g0161700,164,209,268,371
Os10g0161800,1605,1928,2514,2294
Os10g0162100,233,148,205,223
Os10g0162300,80,72,69,58
Os10g0162400,3176,2128,4147,3201
Os10g0162500,0,0,0,0
Os10g0162600,19,7,36,36
Os10g0162832,497,466,588,590
Os10g0162834,742,616,696,695
Os10g0162836,0,0,0,0
Os10g0162838,5,1,5,0
Os10g0162840,0,0,0,0
Os10g0162842,3236,660,1753,750
Os10g0162844,196,26,70,36
Os10g0162846,0,0,0,0
Os10g0162848,0,0,0,0
Os10g0162852,0,0,0,0
Os10g0162854,100,99,115,182
Os10g0162856,4,3,18,0
Os10g0162980,15,19,21,40
Os10g0163040,1104,732,1207,851
Os10g0163100,1434,1303,1721,2011
Os10g0163130,0,8,8,6
Os10g0163190,0,0,0,0
Os10g0163220,12,10,11,10
Os10g0163250,1,2,2,2
Os10g0163290,1,1,2,0
Os10g0163300,30,17,41,15
Os10g0163310,1190,1752,2242,3487
Os10g0163340,3,1,0,14
Os10g0163370,485,246,504,1197
Os10g0164001,0,0,0,0
Os10g0164500,0,0,0,0
Os10g0165000,28,18,25,36
Os10g0165300,379,174,337,294
Os10g0165400,733,714,2408,2538
Os10g0166300,0,0,0,0
Os10g0166600,104,94,283,467
Os10g0167200,114,254,143,524
Os10g0167250,801,1690,800,2090
Os10g0167300,53101,38457,53137,45075
Os10g0167401,0,0,0,0
Os10g0167500,1507,1655,1804,2216
Os10g0167600,1265,1149,1483,1546
Os10g0167700,839,707,930,1039
Os10g0167900,0,0,0,0
Os10g0168000,0,0,0,0
Os10g0168200,0,0,0,0
Os10g0168300,0,0,0,0
Os10g0168500,0,0,0,0
Os10g0168550,0,0,0,0
Os10g0168751,0,0,0,0
Os10g0168900,158,112,174,167
Os10g0169200,1766,1000,1289,998
Os10g0169800,2732,3235,3566,5474
Os10g0169900,6,0,17,7
Os10g0170000,189,137,173,135
Os10g0170200,18375,12679,20484,16182
Os10g0170300,1508,1216,1827,1459
Os10g0170501,0,0,1,0
Os10g0171300,0,0,2,0
Os10g0171500,38,72,38,126
Os10g0172000,3,1,1,2
Os10g0172100,0,0,0,0
Os10g0172600,0,0,1,0
Os10g0173000,2,16,5,75
Os10g0173800,0,0,0,0
Os10g0174548,1,0,0,1
Os10g0174624,0,0,0,0
Os10g0174751,0,0,0,0
Os10g0174800,0,0,0,0
Os10g0175066,0,0,0,0
Os10g0175500,0,0,0,0
Os10g0175700,2,2,2,10
Os10g0175800,0,0,0,0
Os10g0176300,6,3,5,9
Os10g0176550,0,0,0,0
Os10g0176700,359,300,608,362
Os10g0176800,1,0,0,0
Os10g0176900,0,0,0,0
Os10g0177200,563,1119,790,2586
Os10g0177300,0,0,0,0
Os10g0177400,1127,721,1384,1058
Os10g0178000,0,0,0,86
Os10g0178101,376,439,609,542
Os10g0178200,424,277,629,584
Os10g0178500,405,495,1077,1686
Os10g0178800,29,92,6,91
Os10g0179000,0,0,0,0
Os10g0179200,0,0,0,0
Os10g0180000,5726,3621,5872,4961
Os10g0180600,12,20,30,29
Os10g0180800,7869,4833,13380,8552
Os10g0181100,29,16,37,52
Os10g0181200,510,227,580,403
Os10g0181333,15,7,69,49
Os10g0181600,1182,858,1694,1597
Os10g0181700,213,259,258,370
Os10g0181800,0,0,2,0
Os10g0181900,0,0,0,1
Os10g0182000,21821,15337,23063,18882
Os10g0182300,0,0,2,0
Os10g0183000,514,429,743,721
Os10g0183150,0,0,0,0
Os10g0183500,442,272,440,243
Os10g0183800,12,140,5,602
Os10g0183900,2171,2704,2354,3575
Os10g0184200,657,545,828,766
Os10g0184250,464,625,642,1212
Os10g0184300,4752,6178,5574,9477
Os10g0184432,5,2,20,16
Os10g0184871,2,0,2,0
Os10g0185100,0,1,0,0
Os10g0185200,0,0,0,0
Os10g0185400,32,39,141,114
Os10g0186200,9,11,15,17
Os10g0186600,0,0,0,0
Os10g0186900,0,0,0,0
Os10g0187366,0,5,1,1
Os10g0187410,3,0,3,2
Os10g0187454,196,223,292,401
Os10g0187500,1734,1931,2085,2708
Os10g0187701,0,0,0,0
Os10g0188000,0,0,0,0
Os10g0188100,2688,3417,3484,5740
Os10g0188133,0,1,0,0
Os10g0188166,0,0,0,0
Os10g0188250,0,0,0,0
Os10g0188275,1271,1118,1299,1417
Os10g0188300,348,310,364,456
Os10g0188400,1384,1097,1616,1365
Os10g0188900,1158,1349,1405,1935
Os10g0189001,0,0,0,0
Os10g0189100,7798,5369,6474,5762
Os10g0189600,2136,1642,2199,1828
Os10g0190000,7941,8287,9691,11508
Os10g0190100,153,12,148,4
Os10g0190500,412,287,486,455
Os10g0190600,0,0,0,0
Os10g0190800,478,479,606,756
Os10g0190900,1130,1127,1085,1641
Os10g0191000,35,17,27,30
Os10g0191100,0,11,0,20
Os10g0191201,457,349,492,544
Os10g0191300,8947,8480,14967,18719
Os10g0191600,0,0,0,0
Os10g0191900,3,4,0,7
Os10g0192301,0,0,0,0
Os10g0193100,90,34,81,78
Os10g0193500,0,0,0,0
Os10g0193601,1,0,0,0
Os10g0194200,276,287,294,371
Os10g0194225,1,1,1,1
Os10g0194250,11,7,13,20
Os10g0194300,220,126,192,195
Os10g0194400,0,0,0,0
Os10g0195000,208,138,332,182
Os10g0195050,0,0,0,0
Os10g0195100,233,138,260,160
Os10g0195175,74,54,49,35
Os10g0195250,0,0,0,0
Os10g0195600,269,32,344,82
Os10g0196000,81,17,103,43
Os10g0196100,221,31,250,58
Os10g0196400,239,44,254,83
Os10g0197000,221,173,233,257
Os10g0197101,0,0,0,0
Os10g0197300,0,0,0,0
Os10g0197600,0,0,0,0
Os10g0197700,12,9,14,14
Os10g0197800,0,0,2,2
Os10g0198100,78,111,68,133
Os10g0198300,0,0,0,0
Os10g0198333,0,0,0,3
Os10g0198366,0,0,0,0
Os10g0198600,3238,2149,3504,2427
Os10g0198900,30,73,68,111
Os10g0199500,316,221,338,222
Os10g0200000,298,245,290,227
Os10g0200700,763,228,971,464
Os10g0200800,2,7,4,5
Os10g0202200,0,0,0,0
Os10g0202350,0,0,0,0
Os10g0202501,0,0,0,0
Os10g0202900,29,102,40,138
Os10g0203000,2825,3204,3736,4213
Os10g0203100,4,0,2,3
Os10g0203600,865,754,916,742
Os10g0204100,3917,4732,5415,7491
Os10g0204300,0,0,0,0
Os10g0204400,149,474,153,728
Os10g0205200,1603,1439,2622,2951
Os10g0205300,622,991,707,1288
Os10g0205400,0,0,0,0
Os10g0205500,63,58,59,56
Os10g0205700,101,475,43,1469
Os10g0205802,22,30,40,22
Os10g0206000,61,77,80,86
Os10g0206500,441,132,617,241
Os10g0206650,35,8,22,7
Os10g0206800,1044,815,1064,1019
Os10g0207101,1,0,0,0
Os10g0207400,716,1038,1487,2127
Os10g0207500,0,2,0,2
Os10g0207700,0,0,0,2
Os10g0208200,0,0,0,0
Os10g0208250,0,0,0,0
Os10g0208500,5939,21828,16907,49422
Os10g0208600,133,119,177,237
Os10g0208900,17,5,47,19
Os10g0209300,8,1,6,3
Os10g0209433,2,3,5,4
Os10g0209566,21,12,30,16
Os10g0209700,1132,966,2350,1854
Os10g0210500,5732,7224,5992,11894
Os10g0214400,934,1039,1099,1274
Os10g0214300,58,42,58,102
Os10g0214132,0,4,0,1
Os10g0213966,1,3,0,1
Os10g0213800,5823,6494,7628,11068
Os10g0213700,2070,796,3663,1490
Os10g0213100,4200,4087,6375,6159
Os10g0212100,829,1205,1060,1938
Os10g0211900,0,0,0,0
Os10g0254720,0,1,0,0
Os10g0315400,225,219,250,362
Os10g0315900,1,0,1,1
Os10g0316400,2804,3014,3267,4645
Os10g0317300,204,298,263,318
Os10g0317900,4184,1579,5378,1687
Os10g0317950,0,0,0,0
Os10g0318000,877,668,1023,1294
Os10g0318700,1,1,4,7
Os10g0318900,0,0,1,1
Os10g0320001,310,267,331,450
Os10g0320100,1255,194,785,155
Os10g0320201,0,0,0,0
Os10g0320300,0,0,0,0
Os10g0320400,18640,14003,20217,16191
Os10g0321700,5733,3601,4187,3178
Os10g0322032,12,17,8,9
Os10g0322300,0,0,0,1
Os10g0322600,165,228,299,407
Os10g0323000,1113,858,1579,1271
Os10g0323500,1680,1336,2539,2238
Os10g0323600,14,2,10,4
Os10g0323900,0,2,0,2
Os10g0324600,875,939,1214,1371
Os10g0324900,2599,1932,2870,2615
Os10g0325150,4,4,2,2
Os10g0325400,927,1092,1541,1524
Os10g0325750,0,0,1,0
Os10g0326100,0,0,0,0
Os10g0326200,0,4,1,0
Os10g0326400,4,4,11,16
Os10g0326800,144,330,232,536
Os10g0326900,13,1,10,1
Os10g0327050,5,0,4,0
Os10g0327000,62,16,93,28
Os10g0327100,0,0,0,0
Os10g0327201,0,0,0,0
Os10g0327300,140,89,154,119
Os10g0327325,0,0,0,0
Os10g0327800,48,28,61,47
Os10g0328100,3540,2361,4991,3817
Os10g0328600,29,40,64,10
Os10g0328700,0,2,3,2
Os10g0329300,2158,1444,2514,2023
Os10g0329400,43,129,64,229
Os10g0329900,49,47,79,132
Os10g0330000,6964,6842,6964,9342
Os10g0330300,1465,1535,1600,2138
Os10g0330400,107,147,415,391
Os10g0330600,0,0,2,4
Os10g0330825,0,0,0,0
Os10g0331400,0,0,0,2
Os10g0331500,27,7,36,23
Os10g0331600,87,63,256,252
Os10g0331866,0,0,0,0
Os10g0332000,0,0,0,0
Os10g0332300,1,0,3,1
Os10g0332733,0,0,0,0
Os10g0332866,0,0,0,0
Os10g0333000,663,599,852,881
Os10g0333700,4,0,3,6
Os10g0334500,0,0,0,0
Os10g0335000,2,4,10,21
Os10g0335200,442,438,735,689
Os10g0336300,8,20,19,44
Os10g0336600,0,0,0,0
Os10g0336700,0,0,0,0
Os10g0337400,2,20,8,6
Os10g0337500,1054,516,939,545
Os10g0337600,552,310,622,360
Os10g0337700,137,44,224,65
Os10g0338500,759,500,990,767
Os10g0338858,40,10,57,22
Os10g0339182,27,11,24,17
Os10g0339290,310,182,226,140
Os10g0339400,5507,5328,6317,7501
Os10g0339532,15,12,10,36
Os10g0339600,5725,6110,7070,8925
Os10g0339650,1,2,2,2
Os10g0340100,68,39,97,95
Os10g0340301,59,318,60,511
Os10g0340450,2,8,0,9
Os10g0340600,314,144,324,116
Os10g0340800,0,0,0,0
Os10g0340950,0,0,0,0
Os10g0341101,73,83,92,122
Os10g0341401,2,7,2,16
Os10g0341700,5371,10129,5947,16671
Os10g0341750,7,10,1,2
Os10g0341800,42,50,47,76
Os10g0342300,4,10,8,13
Os10g0342650,0,1,3,1
Os10g0343000,299,604,327,1325
Os10g0343050,37,56,53,99
Os10g0343100,4627,4875,5558,6319
Os10g0343200,1325,1912,1886,3225
Os10g0343400,49,12,68,38
Os10g0343500,622,622,712,1020
Os10g0343900,1691,1656,2266,2238
Os10g0343951,30,6,45,16
Os10g0344000,889,375,1131,332
Os10g0344500,16,9,28,9
Os10g0344550,28,3,32,17
Os10g0344800,1,11,1,16
Os10g0344900,85,96,88,134
Os10g0345100,1695,7008,1751,8658
Os10g0345600,18,9,14,12
Os10g0345650,23,17,23,34
Os10g0345701,213,200,206,235
Os10g0345900,0,0,0,0
Os10g0346200,3266,2764,3780,3838
Os10g0346300,28,94,60,193
Os10g0346450,0,0,0,0
Os10g0346600,12789,14479,15537,21020
Os10g0347000,484,93,470,106
Os10g0347400,0,0,0,0
Os10g0347800,192,187,231,469
Os10g0348600,28,18,43,23
Os10g0348900,0,0,0,0
Os10g0349300,10,5,14,4
Os10g0349400,0,0,0,0
Os10g0349600,0,0,0,0
Os10g0349900,197,102,281,300
Os10g0350001,0,0,0,0
Os10g0350100,0,0,0,0
Os10g0350200,0,0,0,0
Os10g0350300,0,0,0,0
Os10g0350450,0,0,0,0
Os10g0350500,3436,3369,3981,4808
Os10g0350800,290,184,488,222
Os10g0351200,20,24,15,67
Os10g0351414,2,2,4,0
Os10g0351457,0,0,0,0
Os10g0351500,75,79,54,81
Os10g0351600,0,5,4,10
Os10g0351700,2,4,16,4
Os10g0352000,106,68,179,88
Os10g0352200,4,0,4,4
Os10g0352500,0,1,1,1
Os10g0355800,6,17,3,7
Os10g0356000,14,123,30,37
Os10g0357700,2,3,3,3
Os10g0357800,846,602,828,798
Os10g0357850,255,162,258,181
Os10g0358100,6,0,2,1
Os10g0358150,0,0,0,0
Os10g0358200,20,53,22,83
Os10g0358600,610,398,781,685
Os10g0358700,294,214,337,321
Os10g0359200,44,32,23,84
Os10g0359500,1902,2878,2560,3710
Os10g0359700,0,0,0,0
Os10g0359801,0,0,0,0
Os10g0360100,35,90,32,157
Os10g0360175,0,0,0,0
Os10g0360600,0,0,0,0
Os10g0360900,129,72,93,86
Os10g0360800,62,67,53,59
Os10g0361000,10,9,23,22
Os10g0361300,2,0,10,3
Os10g0361375,0,0,0,0
Os10g0361876,43,83,53,201
Os10g0361900,11,82,11,285
Os10g0362300,6093,8007,7529,13299
Os10g0362700,86,84,106,156
Os10g0363100,2934,2771,3345,3761
Os10g0363300,31874,19293,33759,23628
Os10g0363500,167,190,269,287
Os10g0363600,5215,5539,7466,8076
Os10g0363650,308,268,345,386
Os10g0363700,444,344,543,469
Os10g0364600,1492,1262,2017,1904
Os10g0364700,61,54,71,84
Os10g0364800,37,41,59,50
Os10g0364900,2469,5080,3220,9378
Os10g0365001,25,19,13,23
Os10g0365050,18,27,15,45
Os10g0365200,1,4,0,6
Os10g0365466,0,0,0,0
Os10g0365800,0,0,0,0
Os10g0365900,0,0,0,0
Os10g0366400,0,0,0,0
Os10g0368100,0,0,0,0
Os10g0368200,0,0,0,0
Os10g0368400,492,286,638,348
Os10g0368902,206,164,255,279
Os10g0369000,5641,4227,5182,4665
Os10g0369500,385,210,469,296
Os10g0369600,584,945,817,1512
Os10g0369750,881,1150,1099,1938
Os10g0369900,5,7,14,9
Os10g0369950,2,0,1,0
Os10g0370000,3128,2265,3644,3391
Os10g0370100,812,798,1159,1117
Os10g0370200,0,0,0,0
Os10g0370300,0,0,0,0
Os10g0370400,687,573,937,1086
Os10g0370500,1799,4219,2701,9772
Os10g0370600,1,1,0,1
Os10g0370700,1229,526,1848,605
Os10g0370750,0,0,0,0
Os10g0370800,2708,1677,2720,2944
Os10g0371000,8145,6316,10760,8459
Os10g0371100,24,10,27,44
Os10g0371200,4,4,4,8
Os10g0372100,243,191,270,338
Os10g0372300,0,0,0,0
Os10g0372366,3,1,3,0
Os10g0372432,0,0,0,0
Os10g0372500,2,0,4,2
Os10g0372700,345,239,306,236
Os10g0372800,0,2,0,1
Os10g0373400,27,8,28,8
Os10g0374200,1,2,2,0
Os10g0374450,4,0,3,1
Os10g0374700,89,136,152,198
Os10g0374600,1,0,0,0
Os10g0375000,15,12,33,37
Os10g0375200,0,0,0,0
Os10g0375400,5,10,17,8
Os10g0375600,9776,10521,12789,14175
Os10g0375501,0,0,0,0
Os10g0375700,822,784,1191,1235
Os10g0376200,4680,3000,5520,5795
Os10g0376301,0,0,0,0
Os10g0376400,18,15,31,41
Os10g0376900,588,2410,259,1229
Os10g0377000,93,233,157,356
Os10g0377150,162,48,463,96
Os10g0377300,361,408,365,803
Os10g0377400,1556,843,1596,973
Os10g0377450,0,1,0,0
Os10g0377500,0,0,0,0
Os10g0377800,6094,6674,6548,8066
Os10g0378000,1,0,2,0
Os10g0378100,1549,861,2673,1385
Os10g0378300,2385,2284,2803,3324
Os10g0378400,4820,4517,5711,6118
Os10g0378450,4,19,10,54
Os10g0379100,18,48,17,61
Os10g0379233,0,0,0,0
Os10g0380100,50,48,21,41
Os10g0379854,0,0,0,0
Os10g0381200,2,2,2,2
Os10g0380800,29,23,45,30
Os10g0381601,12,34,29,58
Os10g0381700,0,0,0,0
Os10g0381800,274,298,295,376
Os10g0382100,36,13,28,21
Os10g0382300,2530,3233,2950,5644
Os10g0382400,915,1118,1207,1798
Os10g0382600,811,826,1044,1254
Os10g0384600,0,1,0,0
Os10g0386300,14,38,20,68
Os10g0386601,0,2,0,0
Os10g0387000,2315,2692,3311,4182
Os10g0387050,1,1,4,0
Os10g0387201,0,0,0,0
Os10g0388100,0,0,0,1
